dt,time,y
31/08/2567,23:00,3
31/08/2567,22:00,3.24
31/08/2567,21:00,3.42
31/08/2567,20:00,3.69
31/08/2567,19:00,3.77
31/08/2567,18:00,3.88
31/08/2567,17:00,3.78
31/08/2567,16:00,3.47
31/08/2567,15:00,3.13
31/08/2567,14:00,2.71
31/08/2567,13:00,2.19
31/08/2567,12:00,1.83
31/08/2567,11:00,1.53
31/08/2567,10:00,1.37
31/08/2567,9:00,1.39
31/08/2567,8:00,1.51
31/08/2567,7:00,1.73
31/08/2567,6:00,1.94
31/08/2567,5:00,2.11
31/08/2567,4:00,2.44
31/08/2567,3:00,2.65
31/08/2567,2:00,2.75
31/08/2567,1:00,2.95
31/08/2567,0:00,3.05
30/08/2567,23:00,3.16
30/08/2567,22:00,3.42
30/08/2567,21:00,3.51
30/08/2567,20:00,3.7
30/08/2567,19:00,3.92
30/08/2567,18:00,3.91
30/08/2567,17:00,3.97
30/08/2567,16:00,3.81
30/08/2567,15:00,3.55
30/08/2567,14:00,3.23
30/08/2567,13:00,2.78
30/08/2567,12:00,2.43
30/08/2567,11:00,2.12
30/08/2567,10:00,1.69
30/08/2567,9:00,1.53
30/08/2567,8:00,1.36
30/08/2567,7:00,1.5
30/08/2567,6:00,1.65
30/08/2567,5:00,1.77
30/08/2567,4:00,1.97
30/08/2567,3:00,2.32
30/08/2567,2:00,2.64
30/08/2567,1:00,2.77
30/08/2567,0:00,3.07
29/08/2567,23:00,3.13
29/08/2567,22:00,3.34
29/08/2567,21:00,3.4
29/08/2567,20:00,3.5
29/08/2567,19:00,3.6
29/08/2567,18:00,3.81
29/08/2567,17:00,3.76
29/08/2567,16:00,3.71
29/08/2567,15:00,3.49
29/08/2567,14:00,3.36
29/08/2567,13:00,3.09
29/08/2567,12:00,2.82
29/08/2567,11:00,2.45
29/08/2567,10:00,2
29/08/2567,9:00,1.73
29/08/2567,8:00,1.37
29/08/2567,7:00,1.28
29/08/2567,6:00,1.18
29/08/2567,5:00,1.33
29/08/2567,4:00,1.53
29/08/2567,3:00,1.83
29/08/2567,2:00,2.14
29/08/2567,1:00,2.53
29/08/2567,0:00,2.95
28/08/2567,23:00,3.14
28/08/2567,22:00,3.36
28/08/2567,21:00,3.35
28/08/2567,20:00,3.44
28/08/2567,19:00,3.33
28/08/2567,18:00,3.47
28/08/2567,17:00,3.52
28/08/2567,16:00,3.51
28/08/2567,15:00,3.5
28/08/2567,14:00,3.55
28/08/2567,13:00,3.47
28/08/2567,12:00,3.32
28/08/2567,11:00,2.97
28/08/2567,10:00,2.58
28/08/2567,9:00,2.32
28/08/2567,8:00,1.78
28/08/2567,7:00,1.34
28/08/2567,6:00,1.21
28/08/2567,5:00,1.34
28/08/2567,4:00,1.52
28/08/2567,3:00,1.81
28/08/2567,2:00,2.08
28/08/2567,1:00,2.73
28/08/2567,0:00,3.37
27/08/2567,23:00,3.46
27/08/2567,22:00,3.6
27/08/2567,21:00,3.72
27/08/2567,20:00,3.65
27/08/2567,19:00,3.51
27/08/2567,18:00,3.42
27/08/2567,17:00,3.26
27/08/2567,16:00,3.18
27/08/2567,15:00,3.33
27/08/2567,14:00,3.45
27/08/2567,13:00,3.46
27/08/2567,12:00,3.42
27/08/2567,11:00,3.3
27/08/2567,10:00,3.1
27/08/2567,9:00,2.72
27/08/2567,8:00,2.23
27/08/2567,7:00,1.7
27/08/2567,6:00,1.27
27/08/2567,5:00,1.18
27/08/2567,4:00,1.32
27/08/2567,3:00,1.56
27/08/2567,2:00,1.9
27/08/2567,1:00,2.35
27/08/2567,0:00,2.82
26/08/2567,23:00,3.27
26/08/2567,22:00,3.59
26/08/2567,21:00,3.74
26/08/2567,20:00,3.79
26/08/2567,19:00,3.45
26/08/2567,18:00,3.12
26/08/2567,17:00,2.84
26/08/2567,16:00,2.63
26/08/2567,15:00,2.61
26/08/2567,14:00,2.69
26/08/2567,13:00,2.95
26/08/2567,12:00,3.22
26/08/2567,11:00,3.37
26/08/2567,10:00,3.34
26/08/2567,9:00,3.21
26/08/2567,8:00,2.85
26/08/2567,7:00,2.31
26/08/2567,6:00,1.73
26/08/2567,5:00,1.31
26/08/2567,4:00,1.27
26/08/2567,3:00,1.43
26/08/2567,2:00,1.74
26/08/2567,1:00,2.13
26/08/2567,0:00,2.66
25/08/2567,23:00,3.22
25/08/2567,22:00,3.6
25/08/2567,21:00,3.91
25/08/2567,20:00,3.96
25/08/2567,19:00,3.76
25/08/2567,18:00,3.37
25/08/2567,17:00,2.85
25/08/2567,16:00,2.29
25/08/2567,15:00,2.15
25/08/2567,14:00,2.2
25/08/2567,13:00,2.48
25/08/2567,12:00,2.9
25/08/2567,11:00,3.2
25/08/2567,10:00,3.46
25/08/2567,9:00,3.5
25/08/2567,8:00,3.36
25/08/2567,7:00,2.94
25/08/2567,6:00,2.41
25/08/2567,5:00,1.75
25/08/2567,4:00,1.38
25/08/2567,3:00,1.51
25/08/2567,2:00,1.74
25/08/2567,1:00,2.1
25/08/2567,0:00,2.6
24/08/2567,23:00,3.19
24/08/2567,22:00,3.63
24/08/2567,21:00,3.99
24/08/2567,20:00,3.99
24/08/2567,19:00,3.75
24/08/2567,18:00,3.18
24/08/2567,17:00,2.59
24/08/2567,16:00,1.94
24/08/2567,15:00,1.63
24/08/2567,14:00,1.67
24/08/2567,13:00,1.91
24/08/2567,12:00,2.33
24/08/2567,11:00,2.81
24/08/2567,10:00,3.21
24/08/2567,9:00,3.47
24/08/2567,8:00,3.57
24/08/2567,7:00,3.34
24/08/2567,6:00,2.91
24/08/2567,5:00,2.33
24/08/2567,4:00,1.8
24/08/2567,3:00,1.71
24/08/2567,2:00,1.89
24/08/2567,1:00,2.15
24/08/2567,0:00,2.57
23/08/2567,23:00,3.13
23/08/2567,22:00,3.65
23/08/2567,21:00,3.98
23/08/2567,20:00,4.01
23/08/2567,19:00,3.89
23/08/2567,18:00,3.51
23/08/2567,17:00,2.83
23/08/2567,16:00,2.19
23/08/2567,15:00,1.52
23/08/2567,14:00,1.47
23/08/2567,13:00,1.63
23/08/2567,12:00,1.9
23/08/2567,11:00,2.32
23/08/2567,10:00,2.93
23/08/2567,9:00,3.43
23/08/2567,8:00,3.69
23/08/2567,7:00,3.79
23/08/2567,6:00,3.54
23/08/2567,5:00,3.26
23/08/2567,4:00,2.75
23/08/2567,3:00,2.45
23/08/2567,2:00,2.41
23/08/2567,1:00,2.53
23/08/2567,0:00,2.95
22/08/2567,23:00,3.4
22/08/2567,22:00,3.84
22/08/2567,21:00,4.16
22/08/2567,20:00,4.16
22/08/2567,19:00,4.01
22/08/2567,18:00,3.64
22/08/2567,17:00,2.99
22/08/2567,16:00,2.19
22/08/2567,15:00,1.5
22/08/2567,14:00,1.18
22/08/2567,13:00,1.32
22/08/2567,12:00,1.54
22/08/2567,11:00,1.87
22/08/2567,10:00,2.33
22/08/2567,9:00,2.79
22/08/2567,8:00,3.2
22/08/2567,7:00,3.5
22/08/2567,6:00,3.47
22/08/2567,5:00,3.37
22/08/2567,4:00,3.01
22/08/2567,3:00,2.69
22/08/2567,2:00,2.48
22/08/2567,1:00,2.58
22/08/2567,0:00,2.81
21/08/2567,23:00,3.2
21/08/2567,22:00,3.61
21/08/2567,21:00,3.93
21/08/2567,20:00,4.05
21/08/2567,19:00,3.91
21/08/2567,18:00,3.62
21/08/2567,17:00,3.1
21/08/2567,16:00,2.37
21/08/2567,15:00,1.49
21/08/2567,14:00,1.04
21/08/2567,13:00,1.11
21/08/2567,12:00,1.25
21/08/2567,11:00,1.46
21/08/2567,10:00,1.72
21/08/2567,9:00,2.13
21/08/2567,8:00,2.59
21/08/2567,7:00,3.04
21/08/2567,6:00,3.31
21/08/2567,5:00,3.34
21/08/2567,4:00,3.3
21/08/2567,3:00,3.03
21/08/2567,2:00,3.05
21/08/2567,1:00,2.94
21/08/2567,0:00,2.99
20/08/2567,23:00,3.29
20/08/2567,22:00,3.58
20/08/2567,21:00,3.93
20/08/2567,20:00,4.2
20/08/2567,19:00,4.15
20/08/2567,18:00,3.89
20/08/2567,17:00,3.48
20/08/2567,16:00,2.93
20/08/2567,15:00,2.22
20/08/2567,14:00,1.55
20/08/2567,13:00,1.15
20/08/2567,12:00,1.16
20/08/2567,11:00,1.31
20/08/2567,10:00,1.51
20/08/2567,9:00,1.77
20/08/2567,8:00,2.12
20/08/2567,7:00,2.63
20/08/2567,6:00,3
20/08/2567,5:00,3.11
20/08/2567,4:00,3.31
20/08/2567,3:00,3.15
20/08/2567,2:00,3.26
20/08/2567,1:00,3.14
20/08/2567,0:00,3.17
19/08/2567,23:00,3.34
19/08/2567,22:00,3.65
19/08/2567,21:00,3.95
19/08/2567,20:00,4.23
19/08/2567,19:00,4.26
19/08/2567,18:00,4.06
19/08/2567,17:00,3.78
19/08/2567,16:00,3.32
19/08/2567,15:00,2.7
19/08/2567,14:00,2.05
19/08/2567,13:00,1.5
19/08/2567,12:00,1.16
19/08/2567,11:00,1.23
19/08/2567,10:00,1.38
19/08/2567,9:00,1.6
19/08/2567,8:00,1.88
19/08/2567,7:00,2.2
19/08/2567,6:00,2.55
19/08/2567,5:00,2.85
19/08/2567,4:00,3.06
19/08/2567,3:00,3.15
19/08/2567,2:00,3.11
19/08/2567,1:00,3.17
19/08/2567,0:00,3.27
18/08/2567,23:00,3.43
18/08/2567,22:00,3.64
18/08/2567,21:00,3.93
18/08/2567,20:00,4.14
18/08/2567,19:00,4.27
18/08/2567,18:00,4.2
18/08/2567,17:00,3.98
18/08/2567,16:00,3.62
18/08/2567,15:00,3.05
18/08/2567,14:00,2.4
18/08/2567,13:00,1.8
18/08/2567,12:00,1.39
18/08/2567,11:00,1.21
18/08/2567,10:00,1.25
18/08/2567,9:00,1.38
18/08/2567,8:00,1.54
18/08/2567,7:00,1.78
18/08/2567,6:00,2.1
18/08/2567,5:00,2.47
18/08/2567,4:00,2.72
18/08/2567,3:00,2.94
18/08/2567,2:00,3.02
18/08/2567,1:00,3.14
18/08/2567,0:00,3.23
17/08/2567,23:00,3.39
17/08/2567,22:00,3.48
17/08/2567,21:00,3.71
17/08/2567,20:00,3.85
17/08/2567,19:00,4.04
17/08/2567,18:00,4.05
17/08/2567,17:00,3.93
17/08/2567,16:00,3.69
17/08/2567,15:00,3.33
17/08/2567,14:00,2.93
17/08/2567,13:00,2.48
17/08/2567,12:00,2
17/08/2567,11:00,1.76
17/08/2567,10:00,1.53
17/08/2567,9:00,1.45
17/08/2567,8:00,1.57
17/08/2567,7:00,1.63
17/08/2567,6:00,1.87
17/08/2567,5:00,2.1
17/08/2567,4:00,2.32
17/08/2567,3:00,2.6
17/08/2567,2:00,2.75
17/08/2567,1:00,2.94
17/08/2567,0:00,3.11
16/08/2567,23:00,3.29
16/08/2567,22:00,3.43
16/08/2567,21:00,3.56
16/08/2567,20:00,3.68
16/08/2567,19:00,3.9
16/08/2567,18:00,3.94
16/08/2567,17:00,3.9
16/08/2567,16:00,3.8
16/08/2567,15:00,3.53
16/08/2567,14:00,3.25
16/08/2567,13:00,2.83
16/08/2567,12:00,2.51
16/08/2567,11:00,2.09
16/08/2567,10:00,1.78
16/08/2567,9:00,1.53
16/08/2567,8:00,1.51
16/08/2567,7:00,1.54
16/08/2567,6:00,1.72
16/08/2567,5:00,1.86
16/08/2567,4:00,2.07
16/08/2567,3:00,2.31
16/08/2567,2:00,2.59
16/08/2567,1:00,2.83
16/08/2567,0:00,3.04
15/08/2567,23:00,3.27
15/08/2567,22:00,3.42
15/08/2567,21:00,3.5
15/08/2567,20:00,3.68
15/08/2567,19:00,3.7
15/08/2567,18:00,3.74
15/08/2567,17:00,3.75
15/08/2567,16:00,3.67
15/08/2567,15:00,3.55
15/08/2567,14:00,3.38
15/08/2567,13:00,3.16
15/08/2567,12:00,2.84
15/08/2567,11:00,2.49
15/08/2567,10:00,2.22
15/08/2567,9:00,1.96
15/08/2567,8:00,1.76
15/08/2567,7:00,1.58
15/08/2567,6:00,1.57
15/08/2567,5:00,1.65
15/08/2567,4:00,1.85
15/08/2567,3:00,2.08
15/08/2567,2:00,2.37
15/08/2567,1:00,2.7
15/08/2567,0:00,2.9
14/08/2567,23:00,3.24
14/08/2567,22:00,3.35
14/08/2567,21:00,3.49
14/08/2567,20:00,3.53
14/08/2567,19:00,3.47
14/08/2567,18:00,3.51
14/08/2567,17:00,3.47
14/08/2567,16:00,3.41
14/08/2567,15:00,3.35
14/08/2567,14:00,3.28
14/08/2567,13:00,3.17
14/08/2567,12:00,3.08
14/08/2567,11:00,2.86
14/08/2567,10:00,2.64
14/08/2567,9:00,2.37
14/08/2567,8:00,2.1
14/08/2567,7:00,1.85
14/08/2567,6:00,1.64
14/08/2567,5:00,1.62
14/08/2567,4:00,1.81
14/08/2567,3:00,2.05
14/08/2567,2:00,2.25
14/08/2567,1:00,2.64
14/08/2567,0:00,2.93
13/08/2567,23:00,3.29
13/08/2567,22:00,3.42
13/08/2567,21:00,3.67
13/08/2567,20:00,3.39
13/08/2567,19:00,3.52
13/08/2567,18:00,3.27
13/08/2567,17:00,3.1
13/08/2567,16:00,3.05
13/08/2567,15:00,2.98
13/08/2567,14:00,3.04
13/08/2567,13:00,3.09
13/08/2567,12:00,3.11
13/08/2567,11:00,3.07
13/08/2567,10:00,2.96
13/08/2567,9:00,2.7
13/08/2567,8:00,2.32
13/08/2567,7:00,2.03
13/08/2567,6:00,1.72
13/08/2567,5:00,1.66
13/08/2567,4:00,1.73
13/08/2567,3:00,1.97
13/08/2567,2:00,2.22
13/08/2567,1:00,2.53
13/08/2567,0:00,3.05
12/8/2567,23:00,3.26
12/8/2567,22:00,3.65
12/8/2567,21:00,3.66
12/8/2567,20:00,3.66
12/8/2567,19:00,3.43
12/8/2567,18:00,3.07
12/8/2567,17:00,2.77
12/8/2567,16:00,2.57
12/8/2567,15:00,2.55
12/8/2567,14:00,2.64
12/8/2567,13:00,2.78
12/8/2567,12:00,2.98
12/8/2567,11:00,3.07
12/8/2567,10:00,3.14
12/8/2567,9:00,3.09
12/8/2567,8:00,2.85
12/8/2567,7:00,2.5
12/8/2567,6:00,2.14
12/8/2567,5:00,1.86
12/8/2567,4:00,1.87
12/8/2567,3:00,2.07
12/8/2567,2:00,2.3
12/8/2567,1:00,2.71
12/8/2567,0:00,3.02
11/8/2567,23:00,3.59
11/8/2567,22:00,3.79
11/8/2567,21:00,3.89
11/8/2567,20:00,3.77
11/8/2567,19:00,3.52
11/8/2567,18:00,3.12
11/8/2567,17:00,2.65
11/8/2567,16:00,2.31
11/8/2567,15:00,2.19
11/8/2567,14:00,2.18
11/8/2567,13:00,2.38
11/8/2567,12:00,2.65
11/8/2567,11:00,2.87
11/8/2567,10:00,3.04
11/8/2567,9:00,3.03
11/8/2567,8:00,2.95
11/8/2567,7:00,2.71
11/8/2567,6:00,2.3
11/8/2567,5:00,1.96
11/8/2567,4:00,1.86
11/8/2567,3:00,2.01
11/8/2567,2:00,2.2
11/8/2567,1:00,2.6
11/8/2567,0:00,3
10/8/2567,23:00,3.4
10/8/2567,22:00,3.66
10/8/2567,21:00,3.77
10/8/2567,20:00,3.71
10/8/2567,19:00,3.41
10/8/2567,18:00,2.95
10/8/2567,17:00,2.44
10/8/2567,16:00,2.09
10/8/2567,15:00,1.87
10/8/2567,14:00,1.89
10/8/2567,13:00,2.07
10/8/2567,12:00,2.38
10/8/2567,11:00,2.73
10/8/2567,10:00,3
10/8/2567,9:00,3.16
10/8/2567,8:00,3.17
10/8/2567,7:00,2.95
10/8/2567,6:00,2.65
10/8/2567,5:00,2.32
10/8/2567,4:00,2.17
10/8/2567,3:00,2.22
10/8/2567,2:00,2.38
10/8/2567,1:00,2.68
10/8/2567,0:00,3.14
9/8/2567,23:00,3.5
9/8/2567,22:00,3.86
9/8/2567,21:00,3.98
9/8/2567,20:00,3.93
9/8/2567,19:00,3.69
9/8/2567,18:00,3.28
9/8/2567,17:00,2.6
9/8/2567,16:00,2.06
9/8/2567,15:00,1.73
9/8/2567,14:00,1.65
9/8/2567,13:00,1.8
9/8/2567,12:00,2.05
9/8/2567,11:00,2.47
9/8/2567,10:00,2.92
9/8/2567,9:00,3.15
9/8/2567,8:00,3.31
9/8/2567,7:00,3.29
9/8/2567,6:00,3.05
9/8/2567,5:00,2.71
9/8/2567,4:00,2.51
9/8/2567,3:00,2.33
9/8/2567,2:00,2.5
9/8/2567,1:00,2.64
9/8/2567,0:00,3.08
8/8/2567,23:00,3.51
8/8/2567,22:00,3.84
8/8/2567,21:00,3.95
8/8/2567,20:00,3.9
8/8/2567,19:00,3.71
8/8/2567,18:00,3.21
8/8/2567,17:00,2.61
8/8/2567,16:00,1.95
8/8/2567,15:00,1.4
8/8/2567,14:00,1.33
8/8/2567,13:00,1.48
8/8/2567,12:00,1.71
8/8/2567,11:00,2.1
8/8/2567,10:00,2.44
8/8/2567,9:00,2.87
8/8/2567,8:00,3.11
8/8/2567,7:00,3.21
8/8/2567,6:00,3.21
8/8/2567,5:00,2.95
8/8/2567,4:00,2.63
8/8/2567,3:00,2.49
8/8/2567,2:00,2.49
8/8/2567,1:00,2.68
8/8/2567,0:00,2.95
7/8/2567,23:00,3.35
7/8/2567,22:00,3.71
7/8/2567,21:00,3.93
7/8/2567,20:00,3.9
7/8/2567,19:00,3.74
7/8/2567,18:00,3.4
7/8/2567,17:00,2.71
7/8/2567,16:00,2
7/8/2567,15:00,1.46
7/8/2567,14:00,1.26
7/8/2567,13:00,1.37
7/8/2567,12:00,1.56
7/8/2567,11:00,1.84
7/8/2567,10:00,2.19
7/8/2567,9:00,2.6
7/8/2567,8:00,2.93
7/8/2567,7:00,3.17
7/8/2567,6:00,3.25
7/8/2567,5:00,3.14
7/8/2567,4:00,2.89
7/8/2567,3:00,2.64
7/8/2567,2:00,2.65
7/8/2567,1:00,2.91
7/8/2567,0:00,3.19
6/8/2567,23:00,3.46
6/8/2567,22:00,3.87
6/8/2567,21:00,4.11
6/8/2567,20:00,4.12
6/8/2567,19:00,3.89
6/8/2567,18:00,3.54
6/8/2567,17:00,2.94
6/8/2567,16:00,2.26
6/8/2567,15:00,1.6
6/8/2567,14:00,1.11
6/8/2567,13:00,1.18
6/8/2567,12:00,1.32
6/8/2567,11:00,1.53
6/8/2567,10:00,1.83
6/8/2567,9:00,2.18
6/8/2567,8:00,2.64
6/8/2567,7:00,2.89
6/8/2567,6:00,3.15
6/8/2567,5:00,3.02
6/8/2567,4:00,2.95
6/8/2567,3:00,2.85
6/8/2567,2:00,2.78
6/8/2567,1:00,2.89
6/8/2567,0:00,3.14
5/8/2567,23:00,3.38
5/8/2567,22:00,3.74
5/8/2567,21:00,3.9
5/8/2567,20:00,4.02
5/8/2567,19:00,3.89
5/8/2567,18:00,3.59
5/8/2567,17:00,3.09
5/8/2567,16:00,2.48
5/8/2567,15:00,1.8
5/8/2567,14:00,1.23
5/8/2567,13:00,1.1
5/8/2567,12:00,1.19
5/8/2567,11:00,1.34
5/8/2567,10:00,1.53
5/8/2567,9:00,1.82
5/8/2567,8:00,2.21
5/8/2567,7:00,2.5
5/8/2567,6:00,2.68
5/8/2567,5:00,2.86
5/8/2567,4:00,2.76
5/8/2567,3:00,2.75
5/8/2567,2:00,2.69
5/8/2567,1:00,2.92
5/8/2567,0:00,2.79
4/8/2567,23:00,3.6
4/8/2567,22:00,3.64
4/8/2567,21:00,3.66
4/8/2567,19:00,4.07
4/8/2567,18:00,3.8
4/8/2567,17:00,3.39
4/8/2567,16:00,2.91
4/8/2567,15:00,2.27
4/8/2567,14:00,1.63
4/8/2567,13:00,1.19
4/8/2567,12:00,1.17
4/8/2567,11:00,1.26
4/8/2567,10:00,1.4
4/8/2567,9:00,1.61
4/8/2567,8:00,1.93
4/8/2567,7:00,2.39
4/8/2567,6:00,2.58
4/8/2567,5:00,2.85
4/8/2567,4:00,2.95
4/8/2567,3:00,3.05
4/8/2567,2:00,2.99
4/8/2567,1:00,3.07
4/8/2567,0:00,3.1
3/8/2567,23:00,3.61
3/8/2567,22:00,3.79
3/8/2567,21:00,3.99
3/8/2567,20:00,4.2
3/8/2567,19:00,4.2
3/8/2567,18:00,4.09
3/8/2567,17:00,3.77
3/8/2567,16:00,3.35
3/8/2567,15:00,2.79
3/8/2567,14:00,2.15
3/8/2567,13:00,1.57
3/8/2567,12:00,1.2
3/8/2567,11:00,1.17
3/8/2567,10:00,1.27
3/8/2567,9:00,1.45
3/8/2567,8:00,1.67
3/8/2567,7:00,1.98
3/8/2567,6:00,2.41
3/8/2567,5:00,2.63
3/8/2567,4:00,2.8
3/8/2567,3:00,2.96
3/8/2567,2:00,3
3/8/2567,1:00,3.06
3/8/2567,0:00,3.17
2/8/2567,23:00,3.4
2/8/2567,22:00,3.51
2/8/2567,21:00,3.68
2/8/2567,20:00,3.94
2/8/2567,19:00,4.05
2/8/2567,18:00,3.99
2/8/2567,17:00,3.77
2/8/2567,16:00,3.44
2/8/2567,15:00,3.07
2/8/2567,14:00,2.53
2/8/2567,13:00,1.89
2/8/2567,12:00,1.46
2/8/2567,11:00,1.26
2/8/2567,10:00,1.18
2/8/2567,9:00,1.27
2/8/2567,8:00,1.44
2/8/2567,7:00,1.63
2/8/2567,6:00,1.91
2/8/2567,5:00,2.19
2/8/2567,4:00,2.43
2/8/2567,3:00,2.71
2/8/2567,2:00,3.04
2/8/2567,1:00,3.1
2/8/2567,0:00,3.27
1/8/2567,23:00,3.36
1/8/2567,22:00,3.57
1/8/2567,21:00,3.69
1/8/2567,20:00,3.8
1/8/2567,19:00,3.89
1/8/2567,18:00,3.91
1/8/2567,17:00,3.88
1/8/2567,16:00,3.64
1/8/2567,15:00,3.39
1/8/2567,14:00,3.04
1/8/2567,13:00,2.63
1/8/2567,12:00,2.22
1/8/2567,11:00,1.79
1/8/2567,10:00,1.5
1/8/2567,9:00,1.39
1/8/2567,8:00,1.43
1/8/2567,7:00,1.52
1/8/2567,6:00,1.73
1/8/2567,5:00,2.01
1/8/2567,4:00,2.33
1/8/2567,3:00,2.61
1/8/2567,2:00,2.82
1/8/2567,1:00,3.04
1/8/2567,0:00,3.23
31/07/2567,23:00,3.37
31/07/2567,22:00,3.44
31/07/2567,21:00,3.5
31/07/2567,20:00,3.64
31/07/2567,19:00,3.74
31/07/2567,18:00,3.8
31/07/2567,17:00,3.78
31/07/2567,16:00,3.79
31/07/2567,15:00,3.58
31/07/2567,14:00,3.42
31/07/2567,13:00,3.14
31/07/2567,12:00,2.76
31/07/2567,11:00,2.29
31/07/2567,10:00,1.99
31/07/2567,9:00,1.63
31/07/2567,8:00,1.57
31/07/2567,7:00,1.51
31/07/2567,6:00,1.65
31/07/2567,5:00,1.82
31/07/2567,4:00,2.07
31/07/2567,3:00,2.44
31/07/2567,2:00,2.72
31/07/2567,1:00,3.02
31/07/2567,0:00,3.24
30/07/2567,23:00,3.48
30/07/2567,22:00,3.53
30/07/2567,21:00,3.52
30/07/2567,20:00,3.4
30/07/2567,19:00,3.36
30/07/2567,18:00,3.3
30/07/2567,17:00,3.31
30/07/2567,16:00,3.27
30/07/2567,15:00,3.29
30/07/2567,14:00,3.26
30/07/2567,13:00,3.19
30/07/2567,12:00,3.01
30/07/2567,11:00,2.82
30/07/2567,10:00,2.42
30/07/2567,9:00,2.15
30/07/2567,8:00,1.76
30/07/2567,7:00,1.52
30/07/2567,6:00,1.5
30/07/2567,5:00,1.56
30/07/2567,4:00,1.89
30/07/2567,3:00,2.19
30/07/2567,2:00,2.46
30/07/2567,1:00,2.89
30/07/2567,0:00,3.13
29/07/2567,23:00,3.42
29/07/2567,22:00,3.6
29/07/2567,21:00,3.58
29/07/2567,20:00,3.28
29/07/2567,19:00,3.39
29/07/2567,18:00,3.11
29/07/2567,17:00,2.96
29/07/2567,16:00,2.96
29/07/2567,15:00,2.99
29/07/2567,14:00,3.11
29/07/2567,13:00,3.13
29/07/2567,12:00,3.18
29/07/2567,11:00,3.17
29/07/2567,10:00,3
29/07/2567,9:00,2.68
29/07/2567,8:00,2.29
29/07/2567,7:00,2.02
29/07/2567,6:00,1.66
29/07/2567,5:00,1.79
29/07/2567,4:00,1.96
29/07/2567,3:00,2.27
29/07/2567,2:00,2.63
29/07/2567,1:00,2.94
29/07/2567,0:00,3.53
28/07/2567,23:00,3.87
28/07/2567,22:00,4.01
28/07/2567,21:00,3.9
28/07/2567,20:00,3.66
28/07/2567,19:00,3.27
28/07/2567,18:00,2.88
28/07/2567,17:00,2.54
28/07/2567,16:00,2.35
28/07/2567,15:00,2.34
28/07/2567,14:00,2.62
28/07/2567,13:00,2.83
28/07/2567,12:00,3.03
28/07/2567,11:00,3.19
28/07/2567,10:00,3.21
28/07/2567,9:00,2.96
28/07/2567,8:00,2.66
28/07/2567,7:00,2.28
28/07/2567,6:00,1.95
28/07/2567,5:00,1.82
28/07/2567,4:00,1.91
28/07/2567,3:00,2.12
28/07/2567,2:00,2.65
28/07/2567,1:00,3.01
28/07/2567,0:00,3.56
27/07/2567,23:00,3.94
27/07/2567,22:00,4.03
27/07/2567,21:00,3.99
27/07/2567,20:00,3.69
27/07/2567,19:00,3.3
27/07/2567,18:00,2.68
27/07/2567,17:00,2.33
27/07/2567,16:00,1.97
27/07/2567,15:00,1.81
27/07/2567,14:00,2.01
27/07/2567,13:00,2.29
27/07/2567,12:00,2.62
27/07/2567,11:00,2.97
27/07/2567,10:00,3.2
27/07/2567,9:00,3.29
27/07/2567,8:00,3.2
27/07/2567,7:00,2.88
27/07/2567,6:00,2.54
27/07/2567,5:00,2.2
27/07/2567,4:00,2.22
27/07/2567,3:00,2.4
27/07/2567,2:00,2.62
27/07/2567,1:00,3.03
27/07/2567,0:00,3.53
26/07/2567,23:00,3.87
26/07/2567,22:00,3.99
26/07/2567,21:00,3.96
26/07/2567,20:00,3.74
26/07/2567,19:00,3.3
26/07/2567,18:00,2.57
26/07/2567,17:00,1.96
26/07/2567,16:00,1.5
26/07/2567,15:00,1.37
26/07/2567,14:00,1.51
26/07/2567,13:00,1.78
26/07/2567,12:00,2.09
26/07/2567,11:00,2.52
26/07/2567,10:00,2.9
26/07/2567,9:00,3.17
26/07/2567,8:00,3.29
26/07/2567,7:00,3.27
26/07/2567,6:00,3.04
26/07/2567,5:00,2.71
26/07/2567,4:00,2.6
26/07/2567,3:00,2.59
26/07/2567,2:00,2.85
26/07/2567,1:00,3.19
26/07/2567,0:00,3.53
25/07/2567,23:00,4.03
25/07/2567,22:00,4.07
25/07/2567,21:00,4.01
25/07/2567,20:00,3.81
25/07/2567,19:00,3.41
25/07/2567,18:00,2.78
25/07/2567,17:00,2.02
25/07/2567,16:00,1.44
25/07/2567,15:00,1.17
25/07/2567,14:00,1.24
25/07/2567,13:00,1.44
25/07/2567,12:00,1.71
25/07/2567,11:00,2.05
25/07/2567,10:00,2.56
25/07/2567,9:00,2.97
25/07/2567,8:00,3.31
25/07/2567,7:00,3.36
25/07/2567,6:00,3.32
25/07/2567,5:00,3.15
25/07/2567,4:00,2.92
25/07/2567,3:00,2.94
25/07/2567,2:00,2.95
25/07/2567,1:00,3.08
25/07/2567,0:00,3.35
24/07/2567,23:00,3.81
24/07/2567,22:00,3.98
24/07/2567,21:00,3.92
24/07/2567,20:00,3.82
24/07/2567,19:00,3.6
24/07/2567,18:00,3.08
24/07/2567,17:00,2.29
24/07/2567,16:00,1.68
24/07/2567,15:00,1.17
24/07/2567,14:00,1.12
24/07/2567,13:00,1.28
24/07/2567,12:00,1.54
24/07/2567,11:00,1.87
24/07/2567,10:00,2.08
24/07/2567,9:00,2.33
24/07/2567,8:00,2.86
24/07/2567,7:00,3.16
24/07/2567,6:00,3.32
24/07/2567,5:00,3.12
24/07/2567,4:00,3.06
24/07/2567,3:00,2.82
24/07/2567,2:00,3.05
24/07/2567,1:00,3.1
