Station,Date and time, DO , EC , Temp 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 05:30, 5.1 , 307 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 06:00, 4.2 , 250 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 06:30, 4.1 , 248 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 07:00, 4.2 , 260 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 07:30, 3.2 , 218 , 31.9 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 08:00, 3.4 , 250 , 31.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 08:30, 4.9 , 306 , 24.9 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 09:00, 3.4 , 262 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 09:30, 3.7 , 262 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 10:00, 3.7 , 239 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 10:30, 3.7 , 247 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 11:00, 4.5 , 227 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 11:30, 4.1 , 228 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 12:00, 4.4 , 239 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 12:30, 3.8 , 251 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 13:00, 4.6 , 223 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 13:30, 3.7 , 258 , 35.5 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 14:00, 4.1 , 227 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 14:30, 3.8 , 210 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 15:00, 4.4 , 241 , 22.1 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 15:30, 3.4 , 278 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 16:00, 4.4 , 187 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 16:30, 3.7 , 223 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 17:00, 4.0 , 200 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 17:30, 4.1 , 246 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 18:00, 4.1 , 231 , 34.9 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 18:30, 3.4 , 250 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 19:00, 4.3 , 244 , 29.9 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 19:30, 3.6 , 235 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 20:00, 4.3 , 239 , 25.2 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 20:30, 3.9 , 226 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 21:00, 4.1 , 267 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 21:30, 3.9 , 277 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 22:00, 4.2 , 253 , 32.8 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 22:30, 4.2 , 259 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 23:00, 4.4 , 222 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,22 มิ.ย.2566 23:30, 3.8 , 211 , 33.1 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 00:00, 3.9 , 230 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 00:30, 4.7 , 266 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 01:00, 4.2 , 250 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 01:30, 4.2 , 229 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 02:00, 3.9 , 229 , 27.1 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 02:30, 3.8 , 275 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 03:00, 3.8 , 286 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 03:30, 4.1 , 225 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 04:00, 4.4 , 321 , 32.3 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 04:30, 4.3 , 268 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 05:00, 4.6 , 235 , 36.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 05:30, 4.5 , 280 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 06:00, 4.2 , 239 , 36.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 06:30, 3.6 , 256 , 30.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 07:00, 4.6 , 242 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 07:30, 4.5 , 257 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 08:00, 4.1 , 255 , 32.4 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 08:30, 3.9 , 306 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 09:00, 4.0 , 244 , 35.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 09:30, 4.3 , 260 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 10:00, 3.6 , 237 , 35.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 10:30, 3.7 , 267 , 24.4 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 11:00, 4.6 , 257 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 11:30, 3.6 , 273 , 30.3 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 12:00, 3.6 , 252 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 12:30, 3.9 , 281 , 28.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 13:00, 4.4 , 292 , 26.6 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 13:30, 3.6 , 241 , 34.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 14:00, 4.7 , 223 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 14:30, 3.9 , 214 , 33.3 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 15:00, 3.9 , 259 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 15:30, 3.4 , 235 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 16:00, 4.5 , 272 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 16:30, 4.4 , 217 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 17:00, 4.0 , 219 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 17:30, 3.4 , 236 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 18:00, 3.8 , 243 , 35.4 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 18:30, 4.1 , 261 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 19:00, 4.4 , 254 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 19:30, 4.2 , 217 , 28.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 20:00, 3.3 , 230 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 20:30, 3.9 , 236 , 26.2 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 21:00, 4.2 , 290 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 21:30, 4.2 , 245 , 25.9 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 22:00, 4.3 , 279 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 22:30, 4.0 , 255 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 23:00, 4.5 , 261 , 36.3 
สถานีวัดแหลมใต้-บางปะกง,23 มิ.ย.2566 23:30, 4.5 , 248 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 00:00, 4.2 , 215 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 00:30, 3.9 , 276 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 01:00, 4.1 , 249 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 01:30, 4.5 , 221 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 02:00, 3.3 , 280 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 02:30, 3.5 , 249 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 03:00, 4.7 , 218 , 30.9 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 03:30, 4.2 , 251 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 04:00, 4.3 , 267 , 35.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 04:30, 4.1 , 236 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 05:00, 4.0 , 234 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 05:30, 3.4 , 234 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 06:00, 4.2 , 201 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 06:30, 4.0 , 256 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 07:00, 4.1 , 202 , 38.7 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 07:30, 4.2 , 271 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 08:00, 3.5 , 267 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 08:30, 3.6 , 251 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 09:00, 3.8 , 247 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 09:30, 4.6 , 223 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 10:00, 4.5 , 244 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 10:30, 4.0 , 251 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 11:00, 4.2 , 259 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 11:30, 4.2 , 226 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 12:00, 3.1 , 241 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 12:30, 4.4 , 257 , 34.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 13:00, 3.6 , 260 , 33.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 13:30, 3.6 , 214 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 14:00, 3.5 , 272 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 14:30, 3.8 , 265 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 15:00, 2.9 , 225 , 31.9 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 15:30, 3.8 , 243 , 38.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 16:00, 4.7 , 258 , 26.9 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 16:30, 4.1 , 239 , 36.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 17:00, 3.6 , 258 , 34.2 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 17:30, 4.3 , 250 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 18:00, 3.9 , 272 , 27.2 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 18:30, 3.7 , 310 , 33.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 19:00, 3.7 , 259 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 19:30, 3.6 , 267 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 20:00, 3.8 , 259 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 20:30, 3.7 , 238 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 21:00, 3.8 , 251 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 21:30, 3.8 , 250 , 28.6 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 22:00, 3.8 , 270 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 22:30, 3.7 , 233 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 23:00, 3.7 , 262 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,24 มิ.ย.2566 23:30, 4.7 , 245 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 00:00, 4.0 , 274 , 27.5 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 00:30, 2.9 , 257 , 34.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 01:00, 4.3 , 267 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 01:30, 4.0 , 229 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 02:00, 3.8 , 254 , 32.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 02:30, 3.3 , 228 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 03:00, 4.4 , 236 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 03:30, 4.2 , 265 , 40.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 04:00, 4.6 , 270 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 04:30, 4.3 , 241 , 29.6 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 05:00, 3.6 , 275 , 36.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 05:30, 4.5 , 259 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 06:00, 3.7 , 251 , 26.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 06:30, 3.5 , 250 , 32.3 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 07:00, 3.6 , 242 , 29.0 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 07:30, 3.8 , 262 , 28.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 08:00, 3.8 , 243 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 08:30, 4.3 , 255 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 09:00, 4.0 , 236 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 09:30, 4.3 , 241 , 34.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 10:00, 4.5 , 223 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 10:30, 4.2 , 263 , 24.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 11:00, 3.6 , 262 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 11:30, 4.4 , 258 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 12:00, 3.3 , 236 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 12:30, 3.9 , 278 , 31.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 13:00, 4.1 , 227 , 34.5 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 13:30, 3.9 , 256 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 14:00, 4.0 , 264 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 14:30, 4.1 , 258 , 32.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 15:00, 3.8 , 251 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 15:30, 4.3 , 244 , 31.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 16:00, 3.9 , 301 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 16:30, 3.7 , 261 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 17:00, 4.2 , 246 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 17:30, 4.1 , 235 , 30.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 18:00, 3.5 , 255 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 18:30, 4.1 , 277 , 30.7 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 19:00, 4.1 , 239 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 19:30, 4.4 , 248 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 20:00, 3.8 , 249 , 27.3 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 20:30, 3.7 , 288 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 21:00, 3.8 , 214 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 21:30, 4.1 , 258 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 22:00, 3.7 , 242 , 31.4 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 22:30, 4.5 , 306 , 24.1 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 23:00, 3.5 , 259 , 27.8 
สถานีวัดแหลมใต้-บางปะกง,25 มิ.ย.2566 23:30, 4.4 , 241 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 00:00, 4.0 , 175 , 30.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 00:30, 4.1 , 321 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 01:00, 3.5 , 269 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 01:30, 3.2 , 237 , 25.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 02:00, 4.1 , 268 , 28.1 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 02:30, 3.6 , 231 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 03:00, 3.6 , 241 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 03:30, 4.2 , 233 , 33.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 04:00, 3.4 , 224 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 04:30, 3.6 , 274 , 33.2 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 05:00, 3.6 , 284 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 05:30, 3.2 , 214 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 06:00, 3.8 , 269 , 27.6 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 06:30, 4.6 , 263 , 29.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 07:00, 3.4 , 256 , 29.4 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 07:30, 4.3 , 227 , 29.2 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 08:00, 4.0 , 271 , 36.4 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 08:30, 4.3 , 224 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 09:00, 4.5 , 221 , 20.0 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 09:30, 3.6 , 257 , 32.1 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 10:00, 3.6 , 240 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 10:30, 4.3 , 209 , 32.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 11:00, 4.3 , 261 , 27.9 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 11:30, 3.4 , 247 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 12:00, 3.9 , 252 , 24.4 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 12:30, 4.2 , 268 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 13:00, 4.7 , 275 , 32.4 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 13:30, 4.1 , 310 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 14:00, 3.6 , 229 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 14:30, 4.3 , 245 , 32.0 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 15:00, 4.4 , 221 , 24.5 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 15:30, 4.8 , 261 , 24.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 16:00, 4.3 , 254 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 16:30, 4.3 , 277 , 36.1 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 17:00, 4.6 , 245 , 33.8 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 17:30, 4.1 , 273 , 25.6 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 18:00, 4.4 , 280 , 28.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 18:30, 4.5 , 228 , 29.8 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 19:00, 3.9 , 225 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 19:30, 3.9 , 252 , 29.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 20:00, 4.7 , 291 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 20:30, 3.9 , 257 , 25.5 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 21:00, 3.9 , 276 , 27.7 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 21:30, 3.5 , 228 , 25.3 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 22:00, 4.2 , 262 , 32.9 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 22:30, 4.4 , 249 , 32.5 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 23:00, 3.8 , 261 , 32.2 
สถานีวัดแหลมใต้-บางปะกง,26 มิ.ย.2566 23:30, 4.1 , 265 , 30.4 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 00:00, 3.6 , 211 , 28.4 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 00:30, 4.2 , 244 , 30.2 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 01:00, 4.4 , 212 , 29.5 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 01:30, 3.9 , 262 , 31.1 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 02:00, 3.8 , 211 , 31.9 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 02:30, 4.8 , 242 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 03:00, 4.4 , 302 , 38.3 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 03:30, 3.8 , 222 , 31.0 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 04:00, 4.2 , 278 , 31.7 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 04:30, 4.9 , 228 , 28.5 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 05:00, 4.1 , 208 , 34.9 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 05:30, 3.5 , 275 , 28.3 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 06:00, 4.0 , 230 , 31.5 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 06:30, 3.8 , 245 , 34.9 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 07:00, 3.9 , 277 , 32.6 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 07:30, 3.6 , 266 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 08:00, 4.2 , 251 , 28.9 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 08:30, 4.3 , 235 , 31.2 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 09:00, 3.8 , 265 , 29.1 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 09:30, 3.8 , 236 , 30.0 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 10:00, 4.6 , 246 , 33.0 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 10:30, 4.5 , 251 , 25.8 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 11:00, 3.6 , 225 , 30.5 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 11:30, 3.7 , 282 , 26.7 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 12:00, 3.8 , 271 , 30.6 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 12:30, 4.2 , 279 , 26.0 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 13:00, 3.7 , 244 , 31.3 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 13:30, 3.9 , 235 , 26.8 
สถานีวัดแหลมใต้-บางปะกง,27 มิ.ย.2566 14:00, 4.0 , 271 , 27.0 
